id,sent0,label
1757, Aahh kaalathille Muslim baasha enganaanoo athu polle thanneyanu lallettan ithill present cheyithirrikunnee Padam polkummmm,1
1758, Ith kerala kkaraye ilakki marikkan irangunna padam...Ini theatre poorapparamb aavunnath kanich tharam..nee kandathonnumalla kettoda..,2
1759, December 12   ikka Katta Waiting ikka,1
1760, Bgm poaRaaa.... Goapi aanel maanthittaanelum Bgm GoosebumpS aakkum,2
1761, Appol  summer vacation lucifer kondu pokum,1
1762, Ithupole aayirunnu pulimurugan inte trailer..... Pinnedu nadannathuu malayala cinemaye maatimaricha charithramm ...... Waiting for Odiyan laletta,1
1763, Ikka fans undenghil ente page onn subscribe plz,3
1764, fans kattoorkadavu comedy love scenes,0
1765, Tovino machannn nivin achachanntee pillarude katta support fans  like,3
1766, Pudiya pstr kanditu tralril rajuvettane nokkan vannavr like adi,3
1767, Mammokkaaa katta waiting for this movie,1
1768, Mass enn paranja pora marana mass,1
1769, Mohanlal=manju Manju=mohanlal  #manju kanji kodukendi verumo??  Lalletta aduttha filmilengilum nadiye mattane plzzz.. Illengil kanji orappa!,2
1770, suprrbbbbb  shankar sir. you are an aset to malayalam cinema,0
1771, Katta waiting  Lalettan  Rajuettan polichu heavy  Entha oru feel,1
1772, Hindi Tamil Telugu trailerinu wait cheyyunnavar arokke?,3
1773, Eth suraj ettan vaikunundengil.....etta nighalanu epo ente superstar....parayunathinekalun nammal chaidhukanikunathila vijayam ennu ketitund...proud of u....oru aniyathikutti...,1
1774, Ippol thanne ethra pravashyam Kandu ennu enikkariyilla,1
1775, Unni ettan fans hit like,0
1776, YouTube hang aaayi 71k Like 16k Views,3
1777, BGm.. Uffffff... Romanjam.... Katta Romanjam  Epic Mamangam.. മമ്മൂക്ക  Haters.... ചാവാൻ ഒരുങ്ങിക്കോ,1
1778, Karikkinde video vare oru divasam 5million view ivide mamangathinu endu kond aa pradhanyam kodukkunnilla,3
1779, 212k wtf?  202 k likes and 20k dislike?,3
1780, Asooyamootha laalunnikal kuthiyirunnu dislike adikkunnu .poy chaavinadaa,2
1781, katta waiting mamangam njanum undakum November 21,1
1782, Lucifer Mass kuranja strogillatha trailor.madhuraraja teaser tripple strong mass.mohanlal mass look 100/100.mammoottymass look 100/100.lucifer trailorinekkal kidilan madhuraraja teaser.,3
1783, Any  jayasurya Anna fan like here from Tamilnadu,0
1784, From tamilnadu mamukka fan vera level,1
1785, Trailer athra pora ennalum cinema polikaneeeerrr,4
1786, Views ethrayaayenn 5,3
1787, Kidivey ennu parayunnilla athilum valuthIkka prathekshakalkkappuram,1
1788, Enthoke paranjalum anu mol Dhileepettanu nallonam cherunnund,1
1789, Ikka mass Kolamass no raksha,1
1790, ith Challi annu ennu urapulavark like adikam,3
1791, Tech and hack updates aaaii channal kannan marakallaaa..,3
1792, TT full time Cigaretteilanallo padathil.Cigarettinodenthenkilum virodhamundo,3
1793, Looking like little Chekka Chevantha Vanam,0
1794, Waiting for kaappaan .Suriya and mohanlal combo,0
1795, raja muthalla jeevana  67 vayassilum nthoru  energy  proud to be mammoka  fan,1
1796, Luciferinte athrayum eatthilla ninte vatturaja pinna sunny chechie ullathu kondu kaanaaaam,2
1797, kanunnathin  anusarich veendum veendum kanan thonnunu,1
1798, E padathodu koodi tovino Thomas super star,1
1799, MAMMOOKKA chakkalla  chakkidippumalla  chakkillae chorayaa nalla KATTA chorraaa...,3
1800, Nalla kidilan trailer . Ithu kidukkum.wowww......,1
1801, Pandaram adangan kanditu angu mathiyavanilaalo...Onnonara trailer annaaa,1
1802, Ithilude enkilum tirichu varuka lalettan fans waiting....,1
1803, Sreelumaram kandu padilli aampillaru cinemayedukkunnathu engane ennu,1
1804, Mamangam fans show kandirikkum ad ini eath time ayalum ikkayum eattanum namukk  oru Poleyalle,1
1805, aadhyamayittanu oru nmalayala sinimayude trailer ithrayum dhivasam trendingil nilkkunnath !,1
1806, Kandirikum..december season jayettan lelathil angu pidichunu paranjekk kta..jayasurya fans oru like adiche....,1
1807, daivame chadichooo copy sundaran analloooo  ini enthellaam kaananam,2
1808, Trailer Kandal ariyam super hit aakum,1
1809, Dislike adicha makkale okke onn kaanendi varum,2
1810, V A sree kumar is indian film joker in malayalam industry fool poda sree kumari myre poyi chavada vatta,2
1811, Trailer releasin munpe vann dislike adich pokunna kure vaanangal... 🤐 antha bayam irkattum...,2
1812, lalettante mass kanam vannavar mathram  adiikku  like#latettan poli,1
1813, Its wanaah great¥€¥ polichu laalettan chankanu chankidippanu lalettaan,1
1814, രോമാഞ്ചം     ഇതാണ്  real megastar ilove mammukka,1
1815, Mammooka ingalu powli anu ... Waiting,1
1816, Inganoru adaar trailer kanditt dislike adikkan aarkka thonnukaa...even the haters cannot...ikka superb🤩,1
1817, Havy Trailer enikkoru 10 like  Tharp,1
1818, Idivett trailer . Mammukka ennum njangalde swantham,1
1819, 12 varsham ithinuvendi jeevicha oraalude chorayanu ee cinema. Ellavarum nannayi varum...,3
1820, lalettan annum innum kolla mass  ejjathi feel,1
1821, Tamil people always like mamooty sir,0
1822, Woooow.....  from Sri Lanka,0
1823, Prithvirajnte movie alle...Appol aa oru standard prathikeshikam.... Trailer kalakki,1
1824, Marakkar polichadukkum Mone kando laletta Love you,1
1825, IAM LALETTAN fan but  Mammokka us marana mass,1
1826, Padam muzhuvan trailer il thanne indalla,4
1827, Nala movie aayirunu..ottum flexible alaatha lalettann edhin onum patilaa..meesha pirii role thanaal ok,2
1828, Love u lalettaa..  ithupoloru film...  malalayalathil aarkk edukkaan pattum?,3
1829, Lahari channel subscibers orupad koodii MAMANKAM karnam,3
1830, Ente doubt enthaan vechal  aaran ee Lucifer ?,3
1831, Ee quliti anu Malayalam filims vadathu,3
1832, Ntammo ikka pwolichu  Padam kidu Aayirikkum,1
1833, അബ്രാം ഖുറേഷി... FaNS.. Hit The LIKE Button.. Adichu pottikeda makkale,3
1834, 200 kodi clubil orapullavar like pls,3
1835, 2.k dislikes. Nthonadey nallathine nallath enn parayanam. Kayakulam kochuniye kall Kollam,2
1836, Pwli pwli entammoooo reksha illa marana mass Ettan pakka masss,1
1837, Trailer ethra thavana kandunn oorma ollavarundo....kandittum kandittum mathiyaavunnillaa....ikkaa,1
1838, Katta waiting mone aganeyenkilum 8or clock aayikundenkil,1
1839, vishuvinu     padakkam kittathe  iriikayirunnu... ikkayudepadakkam vannappo santhoshaaayi,2
1840, Katta Waiting..... Suraj Ettanteyum Saubin Sahirinteyum... Vere Level Comady Film Aaavaam,1
1841, Kanditt oru 10 Kollam mumbu irangiyenkil Hit aakenda item pole thonni... Anyways all the best Team TP,4
1842, Entirely different dileep etta   A10 okke kanunundallo alle,3
1843, Vada..  ithu kettu romancham vannavarku likenulla coment,3
1844, Tamil Die Hard Mohan Lal fan,0
1845, 1:34 BG il blur aayt nikuna aal prithvi aayt thonyath nik mathranoo?,3
1846, Polich  .   Best film in 2019,1
1847, 0:48 nammude Pubg SLR nu vendi oru like ADI🤗🤗,3
1848, ithu tanda mammoty. late aayi vandhalum latest  aayi vanthiduve da,1
1849, Lucifer ethara view anenu nokan idaku idaku varunavaruku likean ulla sathalam,3
1850, Dislike adikunavanmaruda oru thandakku vili varavu vechakke,2
1851, Luccifer trailerinu 10 millionilethicha. Editarmaarile pon sooryan,1
1852, Mammokka nigalude hardworkinu nalla vijayam thane kittum,1
1853, Better get Sam and Dean after him,0
1854, Ntey mashey...... Sammadikoollalley ikka fan akann......,1
1855, Fuckin hell !! Kalakki mone !,4
1856, Ee trailer ippo kanan varunnavar adi like..,3
1857, Odiyan fans like here.100 CR collectn kitumnu orapullavar like,3
1858, Endhinaa makkale kooduthal aa varavoru varavaraaan mmle swandham ikka,1
1859, Ee onam ini arum nokkandaa ettan parayan paranju,1
1860, Trailer rum teaser rum Vidal cinema eganeya endho. Chilayidathokke VELLIMOOGA FEEL kittyavarokke adikkeda like,4
1861, bilalainu david nainanu undaya nalla kolakolli item,1
1862, Shame on those 16 k dislikes .....,0
1863, Kanan pattilla muthe  nmmale Malaysia  il apol vrunne,3
1864, #USE #HEADPHONE #FOR #BETTER QUALITY OF #BGM #GOPIYETTAN,0
1865, eda rithwik nine njan theriparjilaloo ennitt ninte samkkaram kanichuvale f fff .valarthu dhosham nint ppp,2
1866, Trailer superb but odiyanum inganaarnnu,4
1867, Unni mukundhantea oru dialogue kelkan aaaagrahichavarundo,3
1868, pinne JAPAN ne kurich parayanda ...nalu BENGALIKAL ninn randu sidelnn mannu valichu kadalilekk ittal theeravunnathe ullu,4
1869, Stephen thanne kolam enn parayunnavar adi like,3
1870, 13 minutes 94k viewers  ith polikkum,1
1871, Ithoru powli powlikkum ikka marana mass.,1
1872, 8 mani onnu vegan aavu,3
1873, Movie kandathine shesham vannavarundengii adiyada oru Madura like,3
1874, Ittichante vaka oru sample vedikettu koodi,3
1875, Just 68 years young man mammukka,0
1876, Ithu vere oru cinema aakiya mathiyayirinnu. This is nothing at all like pokkiriraja,4
1877, Ithu vere level aane makkale.,1
1878, 175k likes,0
1879, Villain looks like mass hero 🥰🥰🥰,0
1880, KANJI CHODHICHU INI ARUM VARARUTH ASSAL BIRIYANI THANNE ANGU THANNU VITTITTUNDENNU PARANJEKKU,1
1881, Ithoru onn onnara item thanne  Love u mammoookaaa,1
1882, Ithinidakk 2 pearum dislike paniyum kashttam,2
1883, Trailer last seen onnu oorthu vecho,3
1884, 1:23 ee shot repeat adich theatre il enganirikkum enn alojich romanjam konda etra perond,1
1885, I'm from Karnataka I'm Big fan...  Mohanlal,0
1886, Ethokke aranavo unlike adikkuneeee.. .Aaaa Freak pennu song like adichavar analley,2
1887, Prthwiraj ulla karyam twist ayi poyi,3
1888, Dileepum anusitrarem oreclassil irunnu padichatha ennude para. Adipoli cinema,3
1889, Kalakkan kidu marana mass mammukka pwolikyum,1
1890, Aadyayitta oru comment vidune video kandaal aarum onnu comment ittupovum,1
1891, lalettan kalakki.....polich...... ithine vellan oru madhurarjayude treaserinum pattilla,1
1892, Surajinu ee vesham okkea kodukaathe..athraku prayam onnumilla ee manusysnu..,4
1893, 8 hour kazhinjittum 1M polum aayilla,3
1894, Kallay thuramukathey ghureshimarod chodichariyanamyrunu chadrothey churika chooru mammmoooka ningal mwuthaan,3
1895, 0:36 to 0:39-En peru chinna Raja annanoda thambi maari$ Hit like for jai,0
1896, 10k Like Challenge........ Only for Lalettan Fans................,3
1897, Naalu bengalikal rand side il ninn mannu valich kadalilitta theerunnathe ullu ninte japan,3
1898, Chekkan ennaa look aahh..  Tovi ishtam,1
1899, Cinema kand vannathin shesham trailer onnoodi kanumbo adipoli feel,1
1900, Enna parayana  onnum parayanilla,3
1901, Dislike adikkunna aalukal nthayalum nalla thanthakk pirannavaralla...angane ulla shikandikalkk ente naduviral pranamam,2
1902, Lalettande Innathe level kande asooyade kuru pottiyavammarde 5.1K dislike,2
1903, Dislike cheyunavare odiyan urumbu kadikunathu ayrikum .,2
1904, 2010 annum 2019 eenu raja super   aanu,1
1905, Romam oke eneetu ninnu salute chyum,1
1906, Madhuraraja mass 2 days 2 million views,0
1907, Rocking star yash fans Karnataka trailer is superb movie  is BLOCKBUSTER,0
1908, Wow ikka Oru rakshayum illa,1
1909, you tube hang ayo views kanikkunnillallo,3
1910, trailer pwolichu.mammukka kalaki but bgm kurachukudi adipwoli akarnnu,1
1911, Mammottykku  mathram oru Nalla padavum illa,2
1912, BGM ejjathi...romancham...athine pati adhikam paranju kandilla,1
1913, kalakki ikka ith adar item arikkum,1
1914, Ethinu unlike adicha haters movie release akumbooo kandam vazi odan rediyayikkkooooooo....ettan fan....,2
1915, Appo lucifer  theernnu.lalettaa varunnathu RAAJAyaanu MEGA star MAMMOOTTYude MADHURARAAJA,1
1916, 3 millon view in 21 hours..voww,0
1917, Eee muvie supperb aavumnnu urappullavar like hear,1
1918, ingerum verum myran aan padukilavan mammooty myran,2
1919, Laletta inghal pande vera level aah...pande nenjil kond nadakunaathaa ente swantham lalettaneLub uh laletta,1
1920, Ittimaniyil... LOVE und.... ACTION  illa....DRAMA und... Movie bore adipikilla..Poi.. Kandu.. Istapetu...,1
1921, ز   ن ٍّ. ً,0
1922, Ekka yude strong character .enn abhiprayam ullavar like adiii,3
1923, Eee cheenja slr thokk vech aana ivar pokune,3
1924, Ithu oru  onnonnara  item aayi poi..,1
1925, ithenthonna ithra valiya traileronnuallallo....oru saada chalikal neracha ippo adhikavum kand varunna type trailer,2
1926, Sharikkulla malayaleezine kananamengill link click cheyyu,3
1927, Itil alle pearle maaney ulluathu.... Trailer il illallo,3
1928, Unlike itta ororutharkum Ulla adiyakatte ivde idunna like nu,2
1929, Ente Peru Chodikkaathe eduthathil paribhavamilla ketto..  Cinema super aanenn trailer kandappol thanne manassilaayii,1
1930, Ningal mohanlal fan annel like adiku...,3
1931, Hey Lucifer Bai inn etra pere konnu? Like kgf,3
1932, 4k sangi polayadi dislike fucking sangi,3
1933, Aaahnjonnu mukiyal theeravunna presnam ullu ellathinum,3
1934, Hang mariyoo... Real time views set ayoo...,3
1935, Malayalam movies... Epothum puthumayana etharthaamana kathaikal.. I love malayalam movies... Annaben,0
1936, Ithrayadhikam dislikes...... really ashaming... vallathoru manass,2
1937, Ithenthaa pinnem pinnem kaanan thonnune.. Ejaathi addicted,1
1938, Near to 1M Keri pwolikken ikka boyz,3
1939, Puram thudangan eni minutugal mathram bhakki,1
1940, I WISH IF IT WAS WRITTEN BY MT AND DIRECTED BY I V SASI OR HARIHARAN.......,0
1941, Lalettan powlich..   love you laletta,1
1942, Aiwaaa... aaa last scene.... ente ponney ejjaathi trailer,1
1943, Well done YouTube,0
1944, Dislike adicha Ella achanillathavarkkum nadu viral pranamam,2
1945, 00.52..rajuetta cute,0
1946, Laleta you are a sensation and pritvi cheta you are a genius,1
1947, Last 8 sec ufff injaathi ikka ingal poliyatta,1
1948, Makkale idh verum sample kali kanenamengil Nov 21 nu va,3
1949, Njn lalettan fan okke thanneya...but ikkeede aduthuunnu adutha oru pulimurugan pratheekshikkunnu,1
1950, Ithu 100cr ennu parayunnavar like adiku,1
1951, Njanum ente pillarum stronga double strong Alla tripple strong,1
1952, Keralathil kingum devilum godum ellam ettananu ..this is mohanlalwood,1
1953, Trailer crisp akaamayirunnu..too much aayi poyi..,2
1954, 27k dis like athinu mathram enthu kuravanu ningal ea teasaril kandathu,2
1955, Bgm nalla parijayam undallo...evidunnalem saggathi polichu,4
1956, Mass trailer kidu bgm ikka thakarthu.,1
1957, enne pole lalettan mammookka hybrid fan arellum undoo..ullavar like amarthy pwolikku,3
1958, Itinum dislike adikkan aalundallo...nallatine angeegarikkan padikk... duranthangal...,2
1959, Pritviraj..mammukka... Once again   pokkiriraja experience...,0
1960, Uff  ikkaaaaaa ..... Subscribe to my channel all ikka fans,3
1961, HISTORY OF POWER HISTORY OF VENGEANCE HISTORY OF PAIN HISTORY OF HOPE HISTORY OF AN ERA HISTORY OF THE BRAVE,0
1962, Best Malayalam movie  trailer I've seen!,0
1963, Thalaivaaaaa  views nokan ratri 2manik alaramvechenitu rajada pillaru ട്രിപ്പിൾ stronganu theliyikum wait,1
1964, Ippozhum repeated kaanunna ikka fans ndo,3
1965, YouTube  veendum hangayi 16,3
1966, Ith item kollallo.. variety anu.. sambhavam kidukkum,1
1967, IKKA and ITTHA fans like here,0
1968, Eattavum miss cheyyunnathu prithviraj,4
1969, Mammoty Fan Like Dulqar salmaan Fan Comment,0
1970, Ente ponnu ikka nigal vere level aanu,1
1971, Ittichaya aa pothirachi dilogue....... noominu angu bheshayi istaayii...anyway achayan marennu paranjal athu oru bhaagyama....,1
1972, Poli.... Ikkakk 20 yrs age kurangath pole... Enna looka,1
1973, Ikkayude kali mollywood kaanaan pokunnathe ullu. Maamangam,1
1974, Mamuka oru tharam vikaramann namuk Namude mamuka superaa mamuka fans like,3
1975, Chakkasivandha vanam  line...  thonnal mathram aavatte... athrakkk oru budhiyillatharam kaattilla rajuvettan.... katta waiting.... lalettan rajuvettan ishtam...,4
1976, Sherikkum il prithvirajinte koravu enthayalum undavum,4
1977, Salimkumar comedy verupikkum enna kariyathil urappayyi,2
1978, ikkade ethu videoyum trendingill undaavum athu 1m mugalill views,1
1979, Name kettapo oru Antichrist movie aanu ennu thonniyirunnu but mistaken,3
1980, Sathyam paranja valya punch onum kittila..,4
1981, Mammookka polikkum enn urappullavar adi like. Njn like adikkunnuuu,1
1982, kidu padam jst watched ponnikka ingala maranamass aanu,1
1983, Any Suriya Anna fans... Waiting for kaappaan suriya+mohanlal=...Best wishes from TN Suriya fans,0
1984, Trailer vijaricha athra oru gum aayila le...Saramila padam nannayal mathi..,4
1985, Mammokka fans like here...... Fansinte power nokatte,3
1986, Ee maha avataratte nerkku ner illadakkan marakkar padu pedolo ishwaraa..  1:17 bgm,1
1987, Mohanlal Fans & Prithviraj Fans Like Here,0
1988, Trailer kollam.... But Oru Telugu padam pole irikanu... Enthayalum oru action packed mass padam aayirikum,4
1989, Plese upload  sunny Leone  scene.,0
1990, 2M views and 200k likes loading,0
1991, Romaanja kanjuka kunjukamaay... The BOss Of MollYwooD....,1
1992, heavy ennu paranja pora.. athukkum mele...,1
1993, EMPURAANum ithum koodi orumichu release cheyyanam.... Pwoliyarikkum.,1
1994, Enne channel subscribe cheyyu na ellavareum njnum cheyyum,3
1995, lub u lub u..... Laletta ..... L... U... C.... I... F... A.....R.,1
1996, Amboo polichuu ikkaa pwolikum film,1
1997, Oru bhanndhavum illatha thani malayalam trailerukale polichichadukkiya trailer.,1
1998, TGFnum masterpiecenum shesham adutha vvan hit aakan pokkunna film,1
1999, Ikkakyu lalettan fans nte Aashamsaghal,1
2000, December 12 inn katta waitingullar like poad,3
2001, Madhura raja oru sadarana padam aaan #twist twist🥰,3
2002, Entammo enthuvada ith enn trailer kandapol manasil karuthiyavar like adi,3
2003, Njan oru katta laletten fana but ith pwolichu alla ith pwolikum,1
2004, ithiri ponna commediane ozhivakki selective akoo laletta..,4
2005, Muruka ne theernnada   Mammokka fans jpg,3
2006, Lift il aanu helan nu manasilayavar like adikk,3
2007, Sound l endo oru mistake ulla pole thonni...  Enikk matram ano??!!,4
2008, Oru rakshayum illa..joli kazhin ksheenichirangiya enik ippo oru energy okke thonunu.. #Mamangam,1
2009, Best actor film evdeyo keri varunnu,4
2010, 85 minutes more nta Ikka ya kanan,1
